Burden Id,Region,Year,Cause Name,Age Group Name,Burden Mean,Burden Upper,Burden Lower,Pollutant
922603,Eastern Africa,2004,All causes,All ages,12600,24000,2330,ozone
922606,Eastern Africa,2005,All causes,All ages,18300,34900,3500,ozone
922609,Eastern Africa,2006,All causes,All ages,28400,53500,5490,ozone
922612,Eastern Africa,2007,All causes,All ages,28300,52900,5610,ozone
922615,Eastern Africa,2008,All causes,All ages,22500,42000,4360,ozone
922618,Eastern Africa,2009,All causes,All ages,17200,32100,3370,ozone
922621,Eastern Africa,2010,All causes,All ages,18600,34700,3670,ozone
922624,Eastern Africa,2011,All causes,All ages,23800,44700,4680,ozone
922627,Eastern Africa,2012,All causes,All ages,27200,50100,5390,ozone
922630,Eastern Africa,2013,All causes,All ages,33000,61400,6680,ozone
922633,Eastern Africa,2014,All causes,All ages,33700,63400,6790,ozone
922636,Eastern Africa,2015,All causes,All ages,37500,67900,7460,ozone
922639,Eastern Africa,2016,All causes,All ages,35100,64700,7220,ozone
922642,Eastern Africa,2017,All causes,All ages,35900,65400,7180,ozone
922645,Eastern Africa,2018,All causes,All ages,48500,88400,9500,ozone
922648,Eastern Africa,2019,All causes,All ages,54100,100000,10800,ozone
922651,Eastern Africa,2020,All causes,All ages,60100,110400,12200,ozone
922654,Eastern Africa,2021,All causes,All ages,66100,119600,13200,ozone
843073,Eastern Europe,1990,All causes,All ages,173900,308600,36400,ozone
843076,Eastern Europe,1991,All causes,All ages,177100,316000,37600,ozone
843079,Eastern Europe,1992,All causes,All ages,179500,315100,36400,ozone
843082,Eastern Europe,1993,All causes,All ages,197900,351100,41200,ozone
843085,Eastern Europe,1994,All causes,All ages,203300,360000,42800,ozone
843088,Eastern Europe,1995,All causes,All ages,205000,362400,42800,ozone
843091,Eastern Europe,1996,All causes,All ages,183800,325600,38200,ozone
843094,Eastern Europe,1997,All causes,All ages,166500,292800,34300,ozone
843097,Eastern Europe,1998,All causes,All ages,150300,264000,30800,ozone
843100,Eastern Europe,1999,All causes,All ages,165700,294200,34100,ozone
843103,Eastern Europe,2000,All causes,All ages,162400,288500,33400,ozone
843106,Eastern Europe,2001,All causes,All ages,149200,267300,30600,ozone
843109,Eastern Europe,2002,All causes,All ages,141000,251600,30000,ozone
843112,Eastern Europe,2003,All causes,All ages,131200,235300,26900,ozone
843115,Eastern Europe,2004,All causes,All ages,121300,216500,24700,ozone
843118,Eastern Europe,2005,All causes,All ages,109900,196900,22100,ozone
843121,Eastern Europe,2006,All causes,All ages,95800,174000,19600,ozone
843124,Eastern Europe,2007,All causes,All ages,85600,152900,17700,ozone
843127,Eastern Europe,2008,All causes,All ages,82500,145800,16700,ozone
843130,Eastern Europe,2009,All causes,All ages,80700,144500,16800,ozone
843133,Eastern Europe,2010,All causes,All ages,75600,135800,15600,ozone
843136,Eastern Europe,2011,All causes,All ages,72200,129100,15500,ozone
843139,Eastern Europe,2012,All causes,All ages,60000,107600,12500,ozone
843142,Eastern Europe,2013,All causes,All ages,54700,96700,11300,ozone
843145,Eastern Europe,2014,All causes,All ages,49900,88300,10400,ozone
843148,Eastern Europe,2015,All causes,All ages,50900,91900,10800,ozone
843151,Eastern Europe,2016,All causes,All ages,49100,88400,9940,ozone
843154,Eastern Europe,2017,All causes,All ages,41500,73700,8810,ozone
843157,Eastern Europe,2018,All causes,All ages,39100,69700,8270,ozone
843160,Eastern Europe,2019,All causes,All ages,36500,66500,7380,ozone
843163,Eastern Europe,2020,All causes,All ages,34100,60900,7260,ozone
843166,Eastern Europe,2021,All causes,All ages,32000,58100,6520,ozone
851905,High-income Asia Pacific,1990,All causes,All ages,25200,44500,5470,ozone
851908,High-income Asia Pacific,1991,All causes,All ages,26700,47500,6030,ozone
851911,High-income Asia Pacific,1992,All causes,All ages,28200,49300,6110,ozone
851914,High-income Asia Pacific,1993,All causes,All ages,33200,59300,7340,ozone
851917,High-income Asia Pacific,1994,All causes,All ages,33200,59200,7280,ozone
851920,High-income Asia Pacific,1995,All causes,All ages,34100,60100,7500,ozone
851923,High-income Asia Pacific,1996,All causes,All ages,32700,58400,7190,ozone
851926,High-income Asia Pacific,1997,All causes,All ages,34400,60300,7720,ozone
851929,High-income Asia Pacific,1998,All causes,All ages,36600,63900,8100,ozone
851932,High-income Asia Pacific,1999,All causes,All ages,39300,68800,8730,ozone
851935,High-income Asia Pacific,2000,All causes,All ages,39000,68100,8610,ozone
851938,High-income Asia Pacific,2001,All causes,All ages,36500,64000,8010,ozone
851941,High-income Asia Pacific,2002,All causes,All ages,34600,61000,7680,ozone
851944,High-income Asia Pacific,2003,All causes,All ages,37000,65000,8130,ozone
851947,High-income Asia Pacific,2004,All causes,All ages,39600,69200,8680,ozone
851950,High-income Asia Pacific,2005,All causes,All ages,41400,72100,9210,ozone
851953,High-income Asia Pacific,2006,All causes,All ages,41900,73200,9370,ozone
851956,High-income Asia Pacific,2007,All causes,All ages,43900,77500,9790,ozone
851959,High-income Asia Pacific,2008,All causes,All ages,47500,83300,10700,ozone
851962,High-income Asia Pacific,2009,All causes,All ages,47300,82700,10400,ozone
851965,High-income Asia Pacific,2010,All causes,All ages,45100,79300,10000,ozone
851968,High-income Asia Pacific,2011,All causes,All ages,43600,76200,9680,ozone
851971,High-income Asia Pacific,2012,All causes,All ages,45200,79600,9940,ozone
851974,High-income Asia Pacific,2013,All causes,All ages,50900,89500,11100,ozone
851977,High-income Asia Pacific,2014,All causes,All ages,53200,92600,11400,ozone
851980,High-income Asia Pacific,2015,All causes,All ages,53100,93300,11300,ozone
851983,High-income Asia Pacific,2016,All causes,All ages,51600,90800,11700,ozone
851986,High-income Asia Pacific,2017,All causes,All ages,53000,93300,11700,ozone
851989,High-income Asia Pacific,2018,All causes,All ages,57000,99800,12600,ozone
851992,High-income Asia Pacific,2019,All causes,All ages,58500,103400,12900,ozone
851995,High-income Asia Pacific,2020,All causes,All ages,60100,106300,13000,ozone
851998,High-income Asia Pacific,2021,All causes,All ages,64500,114400,13800,ozone
876097,High-income North America,1990,All causes,All ages,195200,337200,43200,ozone
876100,High-income North America,1991,All causes,All ages,192500,333200,42600,ozone
876103,High-income North America,1992,All causes,All ages,194300,336000,43400,ozone
876106,High-income North America,1993,All causes,All ages,203600,352100,45000,ozone
876109,High-income North America,1994,All causes,All ages,221200,382100,49100,ozone
876112,High-income North America,1995,All causes,All ages,227600,392900,50100,ozone
876115,High-income North America,1996,All causes,All ages,230100,398400,51400,ozone
876118,High-income North America,1997,All causes,All ages,245500,420800,55500,ozone
876121,High-income North America,1998,All causes,All ages,269100,461600,60400,ozone
876124,High-income North America,1999,All causes,All ages,288700,497400,64500,ozone
876127,High-income North America,2000,All causes,All ages,283400,488700,63400,ozone
876130,High-income North America,2001,All causes,All ages,281800,485700,63600,ozone
876133,High-income North America,2002,All causes,All ages,285400,490500,63800,ozone
876136,High-income North America,2003,All causes,All ages,271600,467000,60500,ozone
876139,High-income North America,2004,All causes,All ages,266600,462300,59300,ozone
876142,High-income North America,2005,All causes,All ages,280300,484300,62600,ozone
876145,High-income North America,2006,All causes,All ages,294500,507400,65700,ozone
876148,High-income North America,2007,All causes,All ages,288100,499600,64400,ozone
876151,High-income North America,2008,All causes,All ages,277300,479200,61900,ozone
876154,High-income North America,2009,All causes,All ages,266900,465300,59600,ozone
876157,High-income North America,2010,All causes,All ages,267100,466900,60100,ozone
876160,High-income North America,2011,All causes,All ages,295800,518100,66400,ozone
876163,High-income North America,2012,All causes,All ages,288100,500900,63900,ozone
876166,High-income North America,2013,All causes,All ages,279300,485300,62400,ozone
876169,High-income North America,2014,All causes,All ages,257400,445600,57900,ozone
876172,High-income North America,2015,All causes,All ages,260300,454300,58100,ozone
876175,High-income North America,2016,All causes,All ages,261600,457500,58000,ozone
876178,High-income North America,2017,All causes,All ages,259100,447500,57600,ozone
876181,High-income North America,2018,All causes,All ages,257000,451300,56900,ozone
876184,High-income North America,2019,All causes,All ages,249800,436900,56100,ozone
876187,High-income North America,2020,All causes,All ages,246200,429400,55300,ozone
876190,High-income North America,2021,All causes,All ages,246300,427400,54500,ozone
899905,North Africa and Middle East,1990,All causes,All ages,129900,231300,25100,ozone
899908,North Africa and Middle East,1991,All causes,All ages,130600,234400,24100,ozone
899911,North Africa and Middle East,1992,All causes,All ages,131100,230100,25200,ozone
899914,North Africa and Middle East,1993,All causes,All ages,136800,240200,26400,ozone
899917,North Africa and Middle East,1994,All causes,All ages,139100,243700,26500,ozone
899920,North Africa and Middle East,1995,All causes,All ages,142700,246700,27300,ozone
899923,North Africa and Middle East,1996,All causes,All ages,138000,239800,26500,ozone
899926,North Africa and Middle East,1997,All causes,All ages,141300,246400,27700,ozone
899929,North Africa and Middle East,1998,All causes,All ages,139000,244200,26700,ozone
899932,North Africa and Middle East,1999,All causes,All ages,145700,253700,28800,ozone
899935,North Africa and Middle East,2000,All causes,All ages,140400,243600,27700,ozone
899938,North Africa and Middle East,2001,All causes,All ages,141500,245700,29000,ozone
899941,North Africa and Middle East,2002,All causes,All ages,144500,252700,29500,ozone
899944,North Africa and Middle East,2003,All causes,All ages,148900,255900,30300,ozone
899947,North Africa and Middle East,2004,All causes,All ages,148400,256700,30400,ozone
899950,North Africa and Middle East,2005,All causes,All ages,143700,249700,28400,ozone
899953,North Africa and Middle East,2006,All causes,All ages,153800,267200,30600,ozone
899956,North Africa and Middle East,2007,All causes,All ages,166400,288600,33000,ozone
899959,North Africa and Middle East,2008,All causes,All ages,176000,305100,35700,ozone
899962,North Africa and Middle East,2009,All causes,All ages,173400,302900,34700,ozone
899965,North Africa and Middle East,2010,All causes,All ages,170300,302900,33700,ozone
899968,North Africa and Middle East,2011,All causes,All ages,178800,315900,36400,ozone
899971,North Africa and Middle East,2012,All causes,All ages,188300,330400,39800,ozone
899974,North Africa and Middle East,2013,All causes,All ages,200900,352500,42700,ozone
899977,North Africa and Middle East,2014,All causes,All ages,199800,353700,41000,ozone
899980,North Africa and Middle East,2015,All causes,All ages,209700,365300,42900,ozone
899983,North Africa and Middle East,2016,All causes,All ages,215000,376500,44500,ozone
899986,North Africa and Middle East,2017,All causes,All ages,221600,389100,45500,ozone
899989,North Africa and Middle East,2018,All causes,All ages,224400,389200,46800,ozone
899992,North Africa and Middle East,2019,All causes,All ages,233000,406500,48700,ozone
899995,North Africa and Middle East,2020,All causes,All ages,238600,413700,50200,ozone
899998,North Africa and Middle East,2021,All causes,All ages,243700,422600,52000,ozone
819841,Oceania,1990,All causes,All ages,164,359,26.2,ozone
819844,Oceania,1991,All causes,All ages,186,401,32,ozone
819847,Oceania,1992,All causes,All ages,212,460,40.4,ozone
819850,Oceania,1993,All causes,All ages,236,480,48.7,ozone
819853,Oceania,1994,All causes,All ages,211,449,39.5,ozone
819856,Oceania,1995,All causes,All ages,191,430,33.5,ozone
819859,Oceania,1996,All causes,All ages,277,603,52.6,ozone
819862,Oceania,1997,All causes,All ages,293,603,58.7,ozone
819865,Oceania,1998,All causes,All ages,301,634,58.1,ozone
819868,Oceania,1999,All causes,All ages,221,477,39.4,ozone
819871,Oceania,2000,All causes,All ages,171,333,31.1,ozone
819874,Oceania,2001,All causes,All ages,160,303,29.7,ozone
819877,Oceania,2002,All causes,All ages,160,310,34.7,ozone
819880,Oceania,2003,All causes,All ages,178,357,33.3,ozone
819883,Oceania,2004,All causes,All ages,188,366,38.9,ozone
819886,Oceania,2005,All causes,All ages,204,410,39.9,ozone
819889,Oceania,2006,All causes,All ages,269,533,55.6,ozone
819892,Oceania,2007,All causes,All ages,284,559,53.9,ozone
819895,Oceania,2008,All causes,All ages,291,589,51.2,ozone
819898,Oceania,2009,All causes,All ages,262,531,53,ozone
819901,Oceania,2010,All causes,All ages,228,456,46.7,ozone
819904,Oceania,2011,All causes,All ages,210,417,40.7,ozone
819907,Oceania,2012,All causes,All ages,214,429,41.2,ozone
819910,Oceania,2013,All causes,All ages,250,479,48.3,ozone
819913,Oceania,2014,All causes,All ages,303,634,58,ozone
819916,Oceania,2015,All causes,All ages,284,558,54,ozone
819919,Oceania,2016,All causes,All ages,281,538,52.8,ozone
819922,Oceania,2017,All causes,All ages,140,272,29.8,ozone
819925,Oceania,2018,All causes,All ages,272,535,55.8,ozone
819928,Oceania,2019,All causes,All ages,279,537,61,ozone
819931,Oceania,2020,All causes,All ages,290,568,60.4,ozone
819934,Oceania,2021,All causes,All ages,298,585,60.3,ozone
913633,South Asia,1990,All causes,All ages,1308000,2383000,248700,ozone
913636,South Asia,1991,All causes,All ages,1346000,2481000,263700,ozone
913639,South Asia,1992,All causes,All ages,1382000,2503000,265300,ozone
913642,South Asia,1993,All causes,All ages,1442000,2609000,279300,ozone
913645,South Asia,1994,All causes,All ages,1515000,2746000,302600,ozone
913648,South Asia,1995,All causes,All ages,1649000,2958000,323800,ozone
913651,South Asia,1996,All causes,All ages,1684000,3052000,341200,ozone
913654,South Asia,1997,All causes,All ages,1787000,3225000,354500,ozone
913657,South Asia,1998,All causes,All ages,1891000,3390000,376900,ozone
913660,South Asia,1999,All causes,All ages,2012000,3552000,398900,ozone
913663,South Asia,2000,All causes,All ages,1989000,3504000,395000,ozone
913666,South Asia,2001,All causes,All ages,2020000,3617000,395800,ozone
913669,South Asia,2002,All causes,All ages,2009000,3564000,397400,ozone
913672,South Asia,2003,All causes,All ages,2210000,3895000,436500,ozone
913675,South Asia,2004,All causes,All ages,2292000,3997000,472400,ozone
913678,South Asia,2005,All causes,All ages,2361000,4161000,479200,ozone
913681,South Asia,2006,All causes,All ages,2483000,4358000,511500,ozone
913684,South Asia,2007,All causes,All ages,2824000,4908000,579700,ozone
913687,South Asia,2008,All causes,All ages,2950000,5160000,616300,ozone
913690,South Asia,2009,All causes,All ages,2855000,4965000,581200,ozone
913693,South Asia,2010,All causes,All ages,2907000,5070000,602500,ozone
913696,South Asia,2011,All causes,All ages,3162000,5454000,645700,ozone
913699,South Asia,2012,All causes,All ages,3312000,5715000,690200,ozone
913702,South Asia,2013,All causes,All ages,3572000,6206000,742900,ozone
913705,South Asia,2014,All causes,All ages,3700000,6402000,758800,ozone
913708,South Asia,2015,All causes,All ages,3929000,6804000,830700,ozone
913711,South Asia,2016,All causes,All ages,4201000,7218000,883100,ozone
913714,South Asia,2017,All causes,All ages,4497000,7668000,970100,ozone
913717,South Asia,2018,All causes,All ages,4752000,8119000,992000,ozone
913720,South Asia,2019,All causes,All ages,4966000,8562000,1057000,ozone
913723,South Asia,2020,All causes,All ages,5099000,8731000,1063000,ozone
913726,South Asia,2021,All causes,All ages,5240000,8835000,1134000,ozone
811489,Southeast Asia,1990,All causes,All ages,51800,103900,9610,ozone
811492,Southeast Asia,1991,All causes,All ages,58400,117700,10800,ozone
811495,Southeast Asia,1992,All causes,All ages,63600,126000,12400,ozone
811498,Southeast Asia,1993,All causes,All ages,74900,147300,14300,ozone
811501,Southeast Asia,1994,All causes,All ages,75500,148700,14900,ozone
811504,Southeast Asia,1995,All causes,All ages,77500,152000,15400,ozone
811507,Southeast Asia,1996,All causes,All ages,85000,169600,16800,ozone
811510,Southeast Asia,1997,All causes,All ages,96000,186700,20300,ozone
811513,Southeast Asia,1998,All causes,All ages,99300,192000,20200,ozone
811516,Southeast Asia,1999,All causes,All ages,87600,172300,17700,ozone
811519,Southeast Asia,2000,All causes,All ages,73600,144700,15100,ozone
811522,Southeast Asia,2001,All causes,All ages,75300,147900,15800,ozone
811525,Southeast Asia,2002,All causes,All ages,79800,155500,15300,ozone
811528,Southeast Asia,2003,All causes,All ages,110600,213500,22500,ozone
811531,Southeast Asia,2004,All causes,All ages,117800,225200,23400,ozone
811534,Southeast Asia,2005,All causes,All ages,138400,262900,28200,ozone
811537,Southeast Asia,2006,All causes,All ages,147400,279300,30000,ozone
811540,Southeast Asia,2007,All causes,All ages,162000,302400,33500,ozone
811543,Southeast Asia,2008,All causes,All ages,160000,299900,32500,ozone
811546,Southeast Asia,2009,All causes,All ages,134700,254000,25900,ozone
811549,Southeast Asia,2010,All causes,All ages,158100,298200,31600,ozone
811552,Southeast Asia,2011,All causes,All ages,194100,357800,38200,ozone
811555,Southeast Asia,2012,All causes,All ages,220700,408100,43000,ozone
811558,Southeast Asia,2013,All causes,All ages,232500,422900,46900,ozone
811561,Southeast Asia,2014,All causes,All ages,220500,404600,41600,ozone
811564,Southeast Asia,2015,All causes,All ages,219400,405300,42600,ozone
811567,Southeast Asia,2016,All causes,All ages,184000,339700,35600,ozone
811570,Southeast Asia,2017,All causes,All ages,152800,287500,27900,ozone
811573,Southeast Asia,2018,All causes,All ages,225200,402000,44800,ozone
811576,Southeast Asia,2019,All causes,All ages,238200,433200,46800,ozone
811579,Southeast Asia,2020,All causes,All ages,250500,453000,48100,ozone
811582,Southeast Asia,2021,All causes,All ages,268000,489000,53300,ozone
936193,Southern Africa,1990,All causes,All ages,5630,10400,1070,ozone
936196,Southern Africa,1991,All causes,All ages,6170,11000,1130,ozone
936199,Southern Africa,1992,All causes,All ages,6440,11500,1240,ozone
936202,Southern Africa,1993,All causes,All ages,6460,11500,1220,ozone
936205,Southern Africa,1994,All causes,All ages,6290,11300,1180,ozone
936208,Southern Africa,1995,All causes,All ages,6310,11400,1260,ozone
936211,Southern Africa,1996,All causes,All ages,6570,11700,1340,ozone
936214,Southern Africa,1997,All causes,All ages,7460,13300,1370,ozone
936217,Southern Africa,1998,All causes,All ages,8040,14400,1490,ozone
936220,Southern Africa,1999,All causes,All ages,8890,16200,1600,ozone
936223,Southern Africa,2000,All causes,All ages,8100,14200,1530,ozone
936226,Southern Africa,2001,All causes,All ages,7980,14000,1530,ozone
936229,Southern Africa,2002,All causes,All ages,6920,12400,1340,ozone
936232,Southern Africa,2003,All causes,All ages,8010,14200,1500,ozone
936235,Southern Africa,2004,All causes,All ages,12600,22500,2270,ozone
936238,Southern Africa,2005,All causes,All ages,17600,31300,3200,ozone
936241,Southern Africa,2006,All causes,All ages,23600,40800,4300,ozone
936244,Southern Africa,2007,All causes,All ages,20600,36000,3900,ozone
936247,Southern Africa,2008,All causes,All ages,17500,31000,3170,ozone
936250,Southern Africa,2009,All causes,All ages,13800,24500,2520,ozone
936253,Southern Africa,2010,All causes,All ages,12800,22700,2400,ozone
936256,Southern Africa,2011,All causes,All ages,15100,26400,2780,ozone
936259,Southern Africa,2012,All causes,All ages,17600,30900,3230,ozone
936262,Southern Africa,2013,All causes,All ages,20600,35900,3840,ozone
936265,Southern Africa,2014,All causes,All ages,17100,30300,3260,ozone
936268,Southern Africa,2015,All causes,All ages,15500,28000,2930,ozone
936271,Southern Africa,2016,All causes,All ages,17000,30000,3240,ozone
936274,Southern Africa,2017,All causes,All ages,19300,34100,3560,ozone
936277,Southern Africa,2018,All causes,All ages,20600,36200,3900,ozone
936280,Southern Africa,2019,All causes,All ages,21000,36300,4140,ozone
936283,Southern Africa,2020,All causes,All ages,22100,39400,4270,ozone
936286,Southern Africa,2021,All causes,All ages,22800,40500,4880,ozone
874369,Southern Latin America,1990,All causes,All ages,7050,14500,1400,ozone
874372,Southern Latin America,1991,All causes,All ages,7050,14300,1430,ozone
874375,Southern Latin America,1992,All causes,All ages,7110,14300,1390,ozone
874378,Southern Latin America,1993,All causes,All ages,7340,14800,1370,ozone
874381,Southern Latin America,1994,All causes,All ages,7580,15200,1500,ozone
874384,Southern Latin America,1995,All causes,All ages,7850,15700,1530,ozone
874387,Southern Latin America,1996,All causes,All ages,7750,15900,1520,ozone
874390,Southern Latin America,1997,All causes,All ages,7580,15800,1480,ozone
874393,Southern Latin America,1998,All causes,All ages,8830,18000,1720,ozone
874396,Southern Latin America,1999,All causes,All ages,9100,18200,1860,ozone
874399,Southern Latin America,2000,All causes,All ages,8350,17300,1580,ozone
874402,Southern Latin America,2001,All causes,All ages,8490,16500,1640,ozone
874405,Southern Latin America,2002,All causes,All ages,8750,17500,1720,ozone
874408,Southern Latin America,2003,All causes,All ages,9090,18300,1820,ozone
874411,Southern Latin America,2004,All causes,All ages,8940,17600,1830,ozone
874414,Southern Latin America,2005,All causes,All ages,10200,20500,1960,ozone
874417,Southern Latin America,2006,All causes,All ages,10700,21500,2250,ozone
874420,Southern Latin America,2007,All causes,All ages,11900,23700,2520,ozone
874423,Southern Latin America,2008,All causes,All ages,9870,19900,1960,ozone
874426,Southern Latin America,2009,All causes,All ages,9900,19800,1950,ozone
874429,Southern Latin America,2010,All causes,All ages,10400,21100,2040,ozone
874432,Southern Latin America,2011,All causes,All ages,11700,23400,2340,ozone
874435,Southern Latin America,2012,All causes,All ages,12400,25100,2530,ozone
874438,Southern Latin America,2013,All causes,All ages,11200,22900,2220,ozone
874441,Southern Latin America,2014,All causes,All ages,10800,22200,2120,ozone
874444,Southern Latin America,2015,All causes,All ages,10300,20700,2080,ozone
874447,Southern Latin America,2016,All causes,All ages,12500,25200,2430,ozone
874450,Southern Latin America,2017,All causes,All ages,10200,21300,1910,ozone
874453,Southern Latin America,2018,All causes,All ages,12500,25100,2420,ozone
874456,Southern Latin America,2019,All causes,All ages,12800,25100,2480,ozone
874459,Southern Latin America,2020,All causes,All ages,12900,25900,2460,ozone
874462,Southern Latin America,2021,All causes,All ages,12600,25300,2430,ozone
899713,Tropical Latin America,1990,All causes,All ages,18700,35200,4110,ozone
899716,Tropical Latin America,1991,All causes,All ages,18000,32400,4210,ozone
899719,Tropical Latin America,1992,All causes,All ages,19300,36500,4390,ozone
899722,Tropical Latin America,1993,All causes,All ages,20900,38300,4640,ozone
899725,Tropical Latin America,1994,All causes,All ages,23600,42600,5380,ozone
899728,Tropical Latin America,1995,All causes,All ages,24900,46700,5540,ozone
899731,Tropical Latin America,1996,All causes,All ages,27200,51200,5750,ozone
899734,Tropical Latin America,1997,All causes,All ages,27700,51300,6170,ozone
899737,Tropical Latin America,1998,All causes,All ages,31000,56700,6350,ozone
899740,Tropical Latin America,1999,All causes,All ages,30100,55300,6820,ozone
899743,Tropical Latin America,2000,All causes,All ages,26700,50900,5750,ozone
899746,Tropical Latin America,2001,All causes,All ages,29600,55100,6670,ozone
899749,Tropical Latin America,2002,All causes,All ages,32200,59600,7310,ozone
899752,Tropical Latin America,2003,All causes,All ages,32800,59000,7350,ozone
899755,Tropical Latin America,2004,All causes,All ages,26200,48700,6020,ozone
899758,Tropical Latin America,2005,All causes,All ages,24000,43700,5750,ozone
899761,Tropical Latin America,2006,All causes,All ages,27400,50300,6130,ozone
899764,Tropical Latin America,2007,All causes,All ages,26700,49300,6000,ozone
899767,Tropical Latin America,2008,All causes,All ages,23100,42800,5120,ozone
899770,Tropical Latin America,2009,All causes,All ages,22400,40900,4990,ozone
899773,Tropical Latin America,2010,All causes,All ages,26600,49500,6210,ozone
899776,Tropical Latin America,2011,All causes,All ages,36200,66000,7910,ozone
899779,Tropical Latin America,2012,All causes,All ages,40400,72500,8670,ozone
899782,Tropical Latin America,2013,All causes,All ages,44000,79600,10100,ozone
899785,Tropical Latin America,2014,All causes,All ages,44300,80000,9900,ozone
899788,Tropical Latin America,2015,All causes,All ages,45100,80700,10200,ozone
899791,Tropical Latin America,2016,All causes,All ages,51100,92700,11300,ozone
899794,Tropical Latin America,2017,All causes,All ages,47300,85400,10600,ozone
899797,Tropical Latin America,2018,All causes,All ages,64300,115300,13900,ozone
899800,Tropical Latin America,2019,All causes,All ages,71000,126200,15800,ozone
899803,Tropical Latin America,2020,All causes,All ages,79300,139700,17000,ozone
899806,Tropical Latin America,2021,All causes,All ages,86500,153000,19000,ozone
942625,Western Africa,1990,All causes,All ages,30200,55600,5810,ozone
942628,Western Africa,1991,All causes,All ages,30200,54800,5700,ozone
942631,Western Africa,1992,All causes,All ages,29700,55700,5870,ozone
942634,Western Africa,1993,All causes,All ages,29000,52900,5780,ozone
942637,Western Africa,1994,All causes,All ages,27500,50700,5710,ozone
942640,Western Africa,1995,All causes,All ages,26900,50400,4990,ozone
942643,Western Africa,1996,All causes,All ages,26900,49000,4930,ozone
942646,Western Africa,1997,All causes,All ages,27900,50100,5530,ozone
942649,Western Africa,1998,All causes,All ages,28400,52500,5860,ozone
942652,Western Africa,1999,All causes,All ages,28400,51500,5560,ozone
942655,Western Africa,2000,All causes,All ages,23000,41800,4570,ozone
942658,Western Africa,2001,All causes,All ages,20900,38200,4040,ozone
942661,Western Africa,2002,All causes,All ages,18000,33900,3640,ozone
942664,Western Africa,2003,All causes,All ages,19700,35700,3900,ozone
942667,Western Africa,2004,All causes,All ages,22800,42500,4400,ozone
942670,Western Africa,2005,All causes,All ages,29900,53100,6150,ozone
942673,Western Africa,2006,All causes,All ages,39700,69300,7960,ozone
942676,Western Africa,2007,All causes,All ages,40800,73100,8230,ozone
942679,Western Africa,2008,All causes,All ages,35000,63500,7500,ozone
942682,Western Africa,2009,All causes,All ages,30700,56800,6010,ozone
942685,Western Africa,2010,All causes,All ages,35500,64300,7260,ozone
942688,Western Africa,2011,All causes,All ages,41100,74000,8800,ozone
942691,Western Africa,2012,All causes,All ages,45400,81500,9700,ozone
942694,Western Africa,2013,All causes,All ages,53400,94600,11100,ozone
942697,Western Africa,2014,All causes,All ages,57600,103500,11200,ozone
942700,Western Africa,2015,All causes,All ages,61700,110100,12500,ozone
942703,Western Africa,2016,All causes,All ages,57800,105100,11800,ozone
942706,Western Africa,2017,All causes,All ages,58200,103600,12100,ozone
942709,Western Africa,2018,All causes,All ages,71900,128100,14800,ozone
942712,Western Africa,2019,All causes,All ages,77200,136100,15800,ozone
942715,Western Africa,2020,All causes,All ages,82900,146000,17100,ozone
942718,Western Africa,2021,All causes,All ages,88900,158000,18900,ozone
853921,Western Europe,1990,All causes,All ages,166800,292500,36900,ozone
853924,Western Europe,1991,All causes,All ages,164200,286400,36700,ozone
853927,Western Europe,1992,All causes,All ages,150500,263500,33500,ozone
853930,Western Europe,1993,All causes,All ages,160600,282500,35500,ozone
853933,Western Europe,1994,All causes,All ages,162600,286600,36800,ozone
853936,Western Europe,1995,All causes,All ages,174400,306000,39100,ozone
853939,Western Europe,1996,All causes,All ages,168000,294600,37200,ozone
853942,Western Europe,1997,All causes,All ages,166700,291900,36800,ozone
853945,Western Europe,1998,All causes,All ages,170300,297800,38000,ozone
853948,Western Europe,1999,All causes,All ages,165200,290500,36700,ozone
853951,Western Europe,2000,All causes,All ages,155700,272700,34100,ozone
853954,Western Europe,2001,All causes,All ages,146100,257200,32500,ozone
853957,Western Europe,2002,All causes,All ages,185800,325500,41700,ozone
853960,Western Europe,2003,All causes,All ages,196300,342500,44000,ozone
853963,Western Europe,2004,All causes,All ages,194100,339000,43300,ozone
853966,Western Europe,2005,All causes,All ages,184600,324000,41100,ozone
853969,Western Europe,2006,All causes,All ages,178100,312400,40000,ozone
853972,Western Europe,2007,All causes,All ages,179700,313900,40700,ozone
853975,Western Europe,2008,All causes,All ages,165200,288100,36900,ozone
853978,Western Europe,2009,All causes,All ages,170600,299400,38100,ozone
853981,Western Europe,2010,All causes,All ages,171600,300600,38600,ozone
853984,Western Europe,2011,All causes,All ages,174400,304200,38700,ozone
853987,Western Europe,2012,All causes,All ages,185700,322900,41700,ozone
853990,Western Europe,2013,All causes,All ages,191700,335000,42900,ozone
853993,Western Europe,2014,All causes,All ages,198000,345400,44800,ozone
853996,Western Europe,2015,All causes,All ages,199400,348000,45000,ozone
853999,Western Europe,2016,All causes,All ages,192900,337300,43400,ozone
854002,Western Europe,2017,All causes,All ages,182400,319100,40600,ozone
854005,Western Europe,2018,All causes,All ages,206300,358400,45500,ozone
854008,Western Europe,2019,All causes,All ages,207400,363600,46800,ozone
854011,Western Europe,2020,All causes,All ages,209300,366200,46700,ozone
854014,Western Europe,2021,All causes,All ages,208800,366500,46300,ozone
1215702,Andean Latin America,1990,All causes,All ages,810000,1362000,371600,hap
1215705,Andean Latin America,1991,All causes,All ages,767000,1294000,355500,hap
