Burden Id,Region,Year,Cause Name,Age Group Name,Burden Mean,Burden Upper,Burden Lower,Pollutant
613030,Southern Africa,2013,All causes,All ages,1162000,1572000,774900,pm25
613033,Southern Africa,2014,All causes,All ages,1167000,1569000,789200,pm25
613036,Southern Africa,2015,All causes,All ages,1174000,1594000,801200,pm25
613039,Southern Africa,2016,All causes,All ages,1163000,1548000,793900,pm25
613042,Southern Africa,2017,All causes,All ages,1125000,1495000,762700,pm25
613045,Southern Africa,2018,All causes,All ages,1104000,1476000,748600,pm25
613048,Southern Africa,2019,All causes,All ages,1081000,1467000,735700,pm25
613051,Southern Africa,2020,All causes,All ages,1090000,1459000,729500,pm25
613054,Southern Africa,2021,All causes,All ages,1064000,1424000,724200,pm25
550273,Southern Latin America,1990,All causes,All ages,617100,994300,327500,pm25
550276,Southern Latin America,1991,All causes,All ages,618600,932400,347600,pm25
550279,Southern Latin America,1992,All causes,All ages,626500,902400,372000,pm25
550282,Southern Latin America,1993,All causes,All ages,628700,865700,394000,pm25
550285,Southern Latin America,1994,All causes,All ages,619400,881600,386600,pm25
550288,Southern Latin America,1995,All causes,All ages,629800,924100,370300,pm25
550291,Southern Latin America,1996,All causes,All ages,632700,887200,405900,pm25
550294,Southern Latin America,1997,All causes,All ages,623800,833500,424700,pm25
550297,Southern Latin America,1998,All causes,All ages,635200,821600,448900,pm25
550300,Southern Latin America,1999,All causes,All ages,633000,816600,440600,pm25
550303,Southern Latin America,2000,All causes,All ages,604400,784800,403600,pm25
550306,Southern Latin America,2001,All causes,All ages,599300,757300,423100,pm25
550309,Southern Latin America,2002,All causes,All ages,599100,747400,437600,pm25
550312,Southern Latin America,2003,All causes,All ages,598400,759600,450600,pm25
550315,Southern Latin America,2004,All causes,All ages,577700,740400,422600,pm25
550318,Southern Latin America,2005,All causes,All ages,555700,729200,393700,pm25
550321,Southern Latin America,2006,All causes,All ages,541300,697400,390800,pm25
550324,Southern Latin America,2007,All causes,All ages,540700,690900,395900,pm25
550327,Southern Latin America,2008,All causes,All ages,513200,668400,373300,pm25
550330,Southern Latin America,2009,All causes,All ages,507700,674000,362700,pm25
550333,Southern Latin America,2010,All causes,All ages,508900,691800,354200,pm25
550336,Southern Latin America,2011,All causes,All ages,515800,680700,376800,pm25
550339,Southern Latin America,2012,All causes,All ages,525800,681300,388900,pm25
550342,Southern Latin America,2013,All causes,All ages,544000,693600,398700,pm25
550345,Southern Latin America,2014,All causes,All ages,554100,702900,401700,pm25
550348,Southern Latin America,2015,All causes,All ages,568600,733900,408600,pm25
550351,Southern Latin America,2016,All causes,All ages,584300,752700,422600,pm25
550354,Southern Latin America,2017,All causes,All ages,570100,754500,398600,pm25
550357,Southern Latin America,2018,All causes,All ages,564500,771100,371000,pm25
550360,Southern Latin America,2019,All causes,All ages,564700,816100,337300,pm25
550363,Southern Latin America,2020,All causes,All ages,551100,808200,322400,pm25
550366,Southern Latin America,2021,All causes,All ages,516000,741400,307800,pm25
574849,Tropical Latin America,1990,All causes,All ages,1393000,2398000,547100,pm25
574852,Tropical Latin America,1991,All causes,All ages,1366000,2225000,643700,pm25
574855,Tropical Latin America,1992,All causes,All ages,1387000,2196000,752900,pm25
574858,Tropical Latin America,1993,All causes,All ages,1441000,2293000,773500,pm25
574861,Tropical Latin America,1994,All causes,All ages,1459000,2411000,767700,pm25
574864,Tropical Latin America,1995,All causes,All ages,1474000,2551000,736800,pm25
574867,Tropical Latin America,1996,All causes,All ages,1484000,2400000,808500,pm25
574870,Tropical Latin America,1997,All causes,All ages,1481000,2273000,844700,pm25
574873,Tropical Latin America,1998,All causes,All ages,1504000,2247000,919100,pm25
574876,Tropical Latin America,1999,All causes,All ages,1514000,2284000,902300,pm25
574879,Tropical Latin America,2000,All causes,All ages,1504000,2377000,815400,pm25
574882,Tropical Latin America,2001,All causes,All ages,1497000,2251000,916500,pm25
574885,Tropical Latin America,2002,All causes,All ages,1498000,2148000,971300,pm25
574888,Tropical Latin America,2003,All causes,All ages,1506000,2099000,1010000,pm25
574891,Tropical Latin America,2004,All causes,All ages,1516000,2124000,996700,pm25
574894,Tropical Latin America,2005,All causes,All ages,1484000,2149000,906500,pm25
574897,Tropical Latin America,2006,All causes,All ages,1509000,2076000,985200,pm25
574900,Tropical Latin America,2007,All causes,All ages,1531000,2049000,1055000,pm25
574903,Tropical Latin America,2008,All causes,All ages,1557000,2035000,1110000,pm25
574906,Tropical Latin America,2009,All causes,All ages,1583000,2028000,1139000,pm25
574909,Tropical Latin America,2010,All causes,All ages,1591000,2036000,1160000,pm25
574912,Tropical Latin America,2011,All causes,All ages,1583000,2008000,1191000,pm25
574915,Tropical Latin America,2012,All causes,All ages,1521000,1927000,1156000,pm25
574918,Tropical Latin America,2013,All causes,All ages,1467000,1875000,1110000,pm25
574921,Tropical Latin America,2014,All causes,All ages,1405000,1823000,1056000,pm25
574924,Tropical Latin America,2015,All causes,All ages,1391000,1814000,1023000,pm25
574927,Tropical Latin America,2016,All causes,All ages,1428000,1856000,1056000,pm25
574930,Tropical Latin America,2017,All causes,All ages,1406000,1852000,983000,pm25
574933,Tropical Latin America,2018,All causes,All ages,1416000,1933000,934400,pm25
574936,Tropical Latin America,2019,All causes,All ages,1431000,2073000,865400,pm25
574939,Tropical Latin America,2020,All causes,All ages,1407000,2080000,839700,pm25
574942,Tropical Latin America,2021,All causes,All ages,1429000,2058000,859600,pm25
617665,Western Africa,1990,All causes,All ages,5174000,8029000,2678000,pm25
617668,Western Africa,1991,All causes,All ages,5046000,7819000,2710000,pm25
617671,Western Africa,1992,All causes,All ages,4942000,7686000,2702000,pm25
617674,Western Africa,1993,All causes,All ages,4891000,7700000,2644000,pm25
617677,Western Africa,1994,All causes,All ages,4886000,7784000,2648000,pm25
617680,Western Africa,1995,All causes,All ages,4945000,8133000,2603000,pm25
617683,Western Africa,1996,All causes,All ages,5068000,8281000,2763000,pm25
617686,Western Africa,1997,All causes,All ages,5237000,8264000,2858000,pm25
617689,Western Africa,1998,All causes,All ages,5444000,8411000,2935000,pm25
617692,Western Africa,1999,All causes,All ages,5645000,8699000,3044000,pm25
617695,Western Africa,2000,All causes,All ages,5790000,9297000,3111000,pm25
617698,Western Africa,2001,All causes,All ages,5857000,9099000,3204000,pm25
617701,Western Africa,2002,All causes,All ages,5865000,8995000,3130000,pm25
617704,Western Africa,2003,All causes,All ages,5823000,8961000,3130000,pm25
617707,Western Africa,2004,All causes,All ages,5779000,8856000,3111000,pm25
617710,Western Africa,2005,All causes,All ages,5782000,9027000,3063000,pm25
617713,Western Africa,2006,All causes,All ages,5864000,9001000,3197000,pm25
617716,Western Africa,2007,All causes,All ages,5956000,9239000,3415000,pm25
617719,Western Africa,2008,All causes,All ages,6027000,9429000,3448000,pm25
617722,Western Africa,2009,All causes,All ages,6201000,9826000,3574000,pm25
617725,Western Africa,2010,All causes,All ages,6402000,10320000,3564000,pm25
617728,Western Africa,2011,All causes,All ages,6871000,10890000,3862000,pm25
617731,Western Africa,2012,All causes,All ages,7738000,12110000,4506000,pm25
617734,Western Africa,2013,All causes,All ages,8729000,13650000,5149000,pm25
617737,Western Africa,2014,All causes,All ages,9516000,14810000,5357000,pm25
617740,Western Africa,2015,All causes,All ages,9824000,15720000,5322000,pm25
617743,Western Africa,2016,All causes,All ages,9524000,15160000,5336000,pm25
617746,Western Africa,2017,All causes,All ages,8755000,14180000,4924000,pm25
617749,Western Africa,2018,All causes,All ages,8002000,13230000,4425000,pm25
617752,Western Africa,2019,All causes,All ages,7539000,13160000,4062000,pm25
617755,Western Africa,2020,All causes,All ages,7639000,12440000,3812000,pm25
617758,Western Africa,2021,All causes,All ages,6967000,11930000,3773000,pm25
529537,Western Europe,1990,All causes,All ages,6456000,9919000,3394000,pm25
529540,Western Europe,1991,All causes,All ages,6348000,9167000,3774000,pm25
529543,Western Europe,1992,All causes,All ages,6191000,8525000,4050000,pm25
529546,Western Europe,1993,All causes,All ages,6127000,8226000,4119000,pm25
529549,Western Europe,1994,All causes,All ages,5965000,8091000,3872000,pm25
529552,Western Europe,1995,All causes,All ages,5871000,8233000,3602000,pm25
529555,Western Europe,1996,All causes,All ages,5751000,7593000,3862000,pm25
529558,Western Europe,1997,All causes,All ages,5608000,7051000,4046000,pm25
529561,Western Europe,1998,All causes,All ages,5518000,6768000,4253000,pm25
529564,Western Europe,1999,All causes,All ages,5407000,6504000,4384000,pm25
529567,Western Europe,2000,All causes,All ages,5181000,6178000,4193000,pm25
529570,Western Europe,2001,All causes,All ages,4984000,5924000,4060000,pm25
529573,Western Europe,2002,All causes,All ages,4874000,5798000,3964000,pm25
529576,Western Europe,2003,All causes,All ages,4754000,5696000,3859000,pm25
529579,Western Europe,2004,All causes,All ages,4490000,5410000,3631000,pm25
529582,Western Europe,2005,All causes,All ages,4345000,5266000,3494000,pm25
529585,Western Europe,2006,All causes,All ages,4186000,5087000,3354000,pm25
529588,Western Europe,2007,All causes,All ages,4079000,4960000,3259000,pm25
529591,Western Europe,2008,All causes,All ages,3962000,4835000,3154000,pm25
529594,Western Europe,2009,All causes,All ages,3852000,4724000,3054000,pm25
529597,Western Europe,2010,All causes,All ages,3699000,4549000,2920000,pm25
529600,Western Europe,2011,All causes,All ages,3567000,4409000,2799000,pm25
529603,Western Europe,2012,All causes,All ages,3432000,4259000,2681000,pm25
529606,Western Europe,2013,All causes,All ages,3264000,4080000,2522000,pm25
529609,Western Europe,2014,All causes,All ages,3073000,3877000,2352000,pm25
529612,Western Europe,2015,All causes,All ages,2997000,3815000,2266000,pm25
529615,Western Europe,2016,All causes,All ages,2848000,3650000,2128000,pm25
529618,Western Europe,2017,All causes,All ages,2700000,3489000,1990000,pm25
529621,Western Europe,2018,All causes,All ages,2565000,3339000,1856000,pm25
529624,Western Europe,2019,All causes,All ages,2438000,3210000,1738000,pm25
529627,Western Europe,2020,All causes,All ages,2342000,3143000,1599000,pm25
529630,Western Europe,2021,All causes,All ages,2379000,3136000,1696000,pm25
888481,Andean Latin America,1990,All causes,All ages,1170,2340,221,ozone
888484,Andean Latin America,1991,All causes,All ages,1130,2230,214,ozone
888487,Andean Latin America,1992,All causes,All ages,1090,2090,202,ozone
888490,Andean Latin America,1993,All causes,All ages,1020,2020,183,ozone
888493,Andean Latin America,1994,All causes,All ages,1080,2170,191,ozone
888496,Andean Latin America,1995,All causes,All ages,1040,2060,189,ozone
888499,Andean Latin America,1996,All causes,All ages,973,1900,182,ozone
888502,Andean Latin America,1997,All causes,All ages,856,1740,157,ozone
888505,Andean Latin America,1998,All causes,All ages,922,1850,182,ozone
888508,Andean Latin America,1999,All causes,All ages,996,1960,195,ozone
888511,Andean Latin America,2000,All causes,All ages,829,1720,154,ozone
888514,Andean Latin America,2001,All causes,All ages,1050,2150,216,ozone
888517,Andean Latin America,2002,All causes,All ages,1150,2330,224,ozone
888520,Andean Latin America,2003,All causes,All ages,1420,2850,263,ozone
888523,Andean Latin America,2004,All causes,All ages,1280,2530,235,ozone
888526,Andean Latin America,2005,All causes,All ages,1490,2960,281,ozone
888529,Andean Latin America,2006,All causes,All ages,1720,3360,331,ozone
888532,Andean Latin America,2007,All causes,All ages,1620,3160,320,ozone
888535,Andean Latin America,2008,All causes,All ages,1110,2300,232,ozone
888538,Andean Latin America,2009,All causes,All ages,1050,2170,181,ozone
888541,Andean Latin America,2010,All causes,All ages,1290,2670,250,ozone
888544,Andean Latin America,2011,All causes,All ages,2190,4340,452,ozone
888547,Andean Latin America,2012,All causes,All ages,3050,5870,580,ozone
888550,Andean Latin America,2013,All causes,All ages,2460,4790,473,ozone
888553,Andean Latin America,2014,All causes,All ages,2200,4350,481,ozone
888556,Andean Latin America,2015,All causes,All ages,2110,4330,457,ozone
888559,Andean Latin America,2016,All causes,All ages,3080,5980,637,ozone
888562,Andean Latin America,2017,All causes,All ages,2860,5830,602,ozone
888565,Andean Latin America,2018,All causes,All ages,4060,7910,875,ozone
888568,Andean Latin America,2019,All causes,All ages,4660,9120,919,ozone
888571,Andean Latin America,2020,All causes,All ages,5000,9760,1030,ozone
888574,Andean Latin America,2021,All causes,All ages,5390,10600,1070,ozone
853825,Australasia,1990,All causes,All ages,1280,3010,214,ozone
853828,Australasia,1991,All causes,All ages,1150,2740,182,ozone
853831,Australasia,1992,All causes,All ages,1010,2470,165,ozone
853834,Australasia,1993,All causes,All ages,1020,2440,189,ozone
853837,Australasia,1994,All causes,All ages,967,2270,166,ozone
853840,Australasia,1995,All causes,All ages,1050,2520,180,ozone
853843,Australasia,1996,All causes,All ages,1120,2670,178,ozone
853846,Australasia,1997,All causes,All ages,1230,2970,182,ozone
853849,Australasia,1998,All causes,All ages,1260,2980,210,ozone
853852,Australasia,1999,All causes,All ages,1200,2840,195,ozone
853855,Australasia,2000,All causes,All ages,1070,2700,141,ozone
853858,Australasia,2001,All causes,All ages,1370,3440,216,ozone
853861,Australasia,2002,All causes,All ages,1370,3440,187,ozone
853864,Australasia,2003,All causes,All ages,1340,3330,197,ozone
853867,Australasia,2004,All causes,All ages,1040,2550,158,ozone
853870,Australasia,2005,All causes,All ages,1080,2670,181,ozone
853873,Australasia,2006,All causes,All ages,1200,2900,205,ozone
853876,Australasia,2007,All causes,All ages,1190,2900,193,ozone
853879,Australasia,2008,All causes,All ages,1130,2870,194,ozone
853882,Australasia,2009,All causes,All ages,1020,2540,175,ozone
853885,Australasia,2010,All causes,All ages,1030,2470,168,ozone
853888,Australasia,2011,All causes,All ages,1140,2730,184,ozone
853891,Australasia,2012,All causes,All ages,1340,3290,222,ozone
853894,Australasia,2013,All causes,All ages,1550,3700,257,ozone
853897,Australasia,2014,All causes,All ages,1670,4020,258,ozone
853900,Australasia,2015,All causes,All ages,1750,4060,301,ozone
853903,Australasia,2016,All causes,All ages,1950,4480,321,ozone
853906,Australasia,2017,All causes,All ages,1380,3300,233,ozone
853909,Australasia,2018,All causes,All ages,2280,5120,390,ozone
853912,Australasia,2019,All causes,All ages,2540,5560,459,ozone
853915,Australasia,2020,All causes,All ages,2640,5690,458,ozone
853918,Australasia,2021,All causes,All ages,3000,6380,522,ozone
878017,Caribbean,1990,All causes,All ages,3770,7290,673,ozone
878020,Caribbean,1991,All causes,All ages,4110,8050,710,ozone
878023,Caribbean,1992,All causes,All ages,4650,8740,800,ozone
878026,Caribbean,1993,All causes,All ages,4690,9060,814,ozone
878029,Caribbean,1994,All causes,All ages,4740,9220,808,ozone
878032,Caribbean,1995,All causes,All ages,5210,9920,929,ozone
878035,Caribbean,1996,All causes,All ages,5790,10800,987,ozone
878038,Caribbean,1997,All causes,All ages,6400,12300,1140,ozone
878041,Caribbean,1998,All causes,All ages,6870,13200,1250,ozone
878044,Caribbean,1999,All causes,All ages,7730,14300,1430,ozone
878047,Caribbean,2000,All causes,All ages,6830,12700,1210,ozone
878050,Caribbean,2001,All causes,All ages,7830,14900,1400,ozone
878053,Caribbean,2002,All causes,All ages,7880,14900,1410,ozone
878056,Caribbean,2003,All causes,All ages,8790,16200,1550,ozone
878059,Caribbean,2004,All causes,All ages,7160,13100,1190,ozone
878062,Caribbean,2005,All causes,All ages,6330,12100,1030,ozone
878065,Caribbean,2006,All causes,All ages,6310,12100,1170,ozone
878068,Caribbean,2007,All causes,All ages,6570,13000,1180,ozone
878071,Caribbean,2008,All causes,All ages,6330,12000,1070,ozone
878074,Caribbean,2009,All causes,All ages,6170,11900,1110,ozone
878077,Caribbean,2010,All causes,All ages,6520,12600,1120,ozone
878080,Caribbean,2011,All causes,All ages,7540,14100,1300,ozone
878083,Caribbean,2012,All causes,All ages,7700,14600,1300,ozone
878086,Caribbean,2013,All causes,All ages,7770,14700,1270,ozone
878089,Caribbean,2014,All causes,All ages,6410,12200,1130,ozone
878092,Caribbean,2015,All causes,All ages,6020,11900,990,ozone
878095,Caribbean,2016,All causes,All ages,5690,11000,1070,ozone
878098,Caribbean,2017,All causes,All ages,5430,10300,866,ozone
878101,Caribbean,2018,All causes,All ages,6390,12000,1130,ozone
878104,Caribbean,2019,All causes,All ages,6360,11900,1180,ozone
878107,Caribbean,2020,All causes,All ages,6260,11900,1080,ozone
878110,Caribbean,2021,All causes,All ages,6120,11900,1080,ozone
920737,Central Africa,1990,All causes,All ages,15600,29800,2640,ozone
920740,Central Africa,1991,All causes,All ages,16900,32300,3160,ozone
920743,Central Africa,1992,All causes,All ages,15900,31000,2750,ozone
920746,Central Africa,1993,All causes,All ages,15800,30600,2740,ozone
920749,Central Africa,1994,All causes,All ages,14500,28500,2610,ozone
920752,Central Africa,1995,All causes,All ages,15400,31100,2590,ozone
920755,Central Africa,1996,All causes,All ages,14900,29700,2480,ozone
920758,Central Africa,1997,All causes,All ages,14900,30000,2480,ozone
920761,Central Africa,1998,All causes,All ages,13900,28300,2300,ozone
920764,Central Africa,1999,All causes,All ages,14100,28500,2390,ozone
920767,Central Africa,2000,All causes,All ages,10200,21200,1650,ozone
920770,Central Africa,2001,All causes,All ages,9860,21200,1710,ozone
920773,Central Africa,2002,All causes,All ages,7830,16300,1340,ozone
920776,Central Africa,2003,All causes,All ages,9230,19500,1490,ozone
920779,Central Africa,2004,All causes,All ages,13200,27600,2200,ozone
920782,Central Africa,2005,All causes,All ages,20600,42900,3300,ozone
920785,Central Africa,2006,All causes,All ages,27400,53700,4690,ozone
920788,Central Africa,2007,All causes,All ages,25400,51100,4530,ozone
920791,Central Africa,2008,All causes,All ages,20500,41800,3580,ozone
920794,Central Africa,2009,All causes,All ages,17800,36500,3200,ozone
920797,Central Africa,2010,All causes,All ages,19700,40300,3350,ozone
920800,Central Africa,2011,All causes,All ages,22300,45000,3750,ozone
920803,Central Africa,2012,All causes,All ages,24700,50900,4340,ozone
920806,Central Africa,2013,All causes,All ages,27000,55700,4330,ozone
920809,Central Africa,2014,All causes,All ages,28000,57500,4860,ozone
920812,Central Africa,2015,All causes,All ages,26500,55600,4470,ozone
920815,Central Africa,2016,All causes,All ages,27300,57100,4400,ozone
920818,Central Africa,2017,All causes,All ages,28600,60100,4780,ozone
920821,Central Africa,2018,All causes,All ages,33800,70300,5520,ozone
920824,Central Africa,2019,All causes,All ages,36200,74200,6020,ozone
920827,Central Africa,2020,All causes,All ages,39100,80400,6420,ozone
920830,Central Africa,2021,All causes,All ages,42100,85200,7440,ozone
826177,Central Asia,1990,All causes,All ages,41000,71300,8150,ozone
826180,Central Asia,1991,All causes,All ages,40100,70800,8130,ozone
826183,Central Asia,1992,All causes,All ages,39800,70300,7870,ozone
826186,Central Asia,1993,All causes,All ages,41700,74000,8310,ozone
826189,Central Asia,1994,All causes,All ages,45400,80600,9000,ozone
826192,Central Asia,1995,All causes,All ages,47700,85000,9500,ozone
826195,Central Asia,1996,All causes,All ages,45700,81400,9050,ozone
826198,Central Asia,1997,All causes,All ages,42400,75800,8780,ozone
826201,Central Asia,1998,All causes,All ages,39700,70300,7800,ozone
826204,Central Asia,1999,All causes,All ages,37900,67000,7670,ozone
826207,Central Asia,2000,All causes,All ages,38900,67900,7840,ozone
826210,Central Asia,2001,All causes,All ages,35200,62000,7060,ozone
826213,Central Asia,2002,All causes,All ages,34600,61100,6740,ozone
826216,Central Asia,2003,All causes,All ages,36200,64200,7280,ozone
826219,Central Asia,2004,All causes,All ages,34700,60300,6630,ozone
826222,Central Asia,2005,All causes,All ages,31900,56400,6030,ozone
826225,Central Asia,2006,All causes,All ages,27500,48800,5160,ozone
826228,Central Asia,2007,All causes,All ages,30100,52900,5930,ozone
826231,Central Asia,2008,All causes,All ages,30000,52700,5820,ozone
826234,Central Asia,2009,All causes,All ages,28300,50400,5370,ozone
826237,Central Asia,2010,All causes,All ages,25100,45300,4870,ozone
826240,Central Asia,2011,All causes,All ages,27200,49400,5300,ozone
826243,Central Asia,2012,All causes,All ages,29100,51500,5760,ozone
826246,Central Asia,2013,All causes,All ages,30000,54100,5820,ozone
826249,Central Asia,2014,All causes,All ages,27900,50500,5350,ozone
826252,Central Asia,2015,All causes,All ages,29900,54300,5980,ozone
826255,Central Asia,2016,All causes,All ages,32300,58100,6250,ozone
826258,Central Asia,2017,All causes,All ages,34800,61300,6710,ozone
826261,Central Asia,2018,All causes,All ages,30400,54800,5890,ozone
826264,Central Asia,2019,All causes,All ages,30900,56200,5990,ozone
826267,Central Asia,2020,All causes,All ages,31000,56500,6060,ozone
826270,Central Asia,2021,All causes,All ages,31700,59900,6240,ozone
833953,Central Europe,1990,All causes,All ages,85600,152400,18900,ozone
833956,Central Europe,1991,All causes,All ages,86800,153500,19200,ozone
833959,Central Europe,1992,All causes,All ages,82400,144400,18000,ozone
833962,Central Europe,1993,All causes,All ages,81800,143000,18000,ozone
833965,Central Europe,1994,All causes,All ages,76200,133100,16800,ozone
833968,Central Europe,1995,All causes,All ages,77200,135700,17300,ozone
833971,Central Europe,1996,All causes,All ages,70400,123300,15600,ozone
833974,Central Europe,1997,All causes,All ages,68100,119300,14900,ozone
833977,Central Europe,1998,All causes,All ages,61900,108800,13600,ozone
833980,Central Europe,1999,All causes,All ages,62200,110100,13500,ozone
833983,Central Europe,2000,All causes,All ages,52800,93400,11400,ozone
833986,Central Europe,2001,All causes,All ages,52900,93200,11700,ozone
833989,Central Europe,2002,All causes,All ages,64000,112100,13900,ozone
833992,Central Europe,2003,All causes,All ages,69200,121900,15400,ozone
833995,Central Europe,2004,All causes,All ages,66800,117800,14900,ozone
833998,Central Europe,2005,All causes,All ages,59500,104800,13000,ozone
834001,Central Europe,2006,All causes,All ages,61200,108000,13500,ozone
834004,Central Europe,2007,All causes,All ages,62500,110100,13800,ozone
834007,Central Europe,2008,All causes,All ages,61300,107900,13600,ozone
834010,Central Europe,2009,All causes,All ages,55500,97700,12000,ozone
834013,Central Europe,2010,All causes,All ages,50800,89600,11100,ozone
834016,Central Europe,2011,All causes,All ages,49400,87400,10900,ozone
834019,Central Europe,2012,All causes,All ages,54300,95100,12200,ozone
834022,Central Europe,2013,All causes,All ages,55500,98900,12300,ozone
834025,Central Europe,2014,All causes,All ages,53600,94500,11700,ozone
834028,Central Europe,2015,All causes,All ages,50200,88200,10800,ozone
834031,Central Europe,2016,All causes,All ages,46100,81900,10100,ozone
834034,Central Europe,2017,All causes,All ages,43800,78100,9440,ozone
834037,Central Europe,2018,All causes,All ages,46400,81600,9940,ozone
834040,Central Europe,2019,All causes,All ages,45000,78600,9720,ozone
834043,Central Europe,2020,All causes,All ages,44100,78200,9510,ozone
834046,Central Europe,2021,All causes,All ages,43200,77400,9360,ozone
893953,Central Latin America,1990,All causes,All ages,48300,79500,11000,ozone
893956,Central Latin America,1991,All causes,All ages,49000,81300,11400,ozone
893959,Central Latin America,1992,All causes,All ages,51100,85100,11500,ozone
893962,Central Latin America,1993,All causes,All ages,50100,84600,11100,ozone
893965,Central Latin America,1994,All causes,All ages,51500,86900,11400,ozone
893968,Central Latin America,1995,All causes,All ages,52200,88600,11400,ozone
893971,Central Latin America,1996,All causes,All ages,49900,85000,10900,ozone
893974,Central Latin America,1997,All causes,All ages,50900,86600,10900,ozone
893977,Central Latin America,1998,All causes,All ages,55200,93500,12000,ozone
893980,Central Latin America,1999,All causes,All ages,59600,101500,13300,ozone
893983,Central Latin America,2000,All causes,All ages,50400,87100,11400,ozone
893986,Central Latin America,2001,All causes,All ages,50000,86100,11200,ozone
893989,Central Latin America,2002,All causes,All ages,48400,83800,10700,ozone
893992,Central Latin America,2003,All causes,All ages,49500,86100,10900,ozone
893995,Central Latin America,2004,All causes,All ages,46000,81100,10100,ozone
893998,Central Latin America,2005,All causes,All ages,45400,78500,9860,ozone
894001,Central Latin America,2006,All causes,All ages,48900,85100,10700,ozone
894004,Central Latin America,2007,All causes,All ages,46500,81500,10100,ozone
894007,Central Latin America,2008,All causes,All ages,46800,80800,10400,ozone
894010,Central Latin America,2009,All causes,All ages,44900,78300,9980,ozone
894013,Central Latin America,2010,All causes,All ages,47500,82700,10500,ozone
894016,Central Latin America,2011,All causes,All ages,46500,81100,9920,ozone
894019,Central Latin America,2012,All causes,All ages,54400,95000,12300,ozone
894022,Central Latin America,2013,All causes,All ages,53100,92500,11500,ozone
894025,Central Latin America,2014,All causes,All ages,52100,89800,11300,ozone
894028,Central Latin America,2015,All causes,All ages,45000,79400,9550,ozone
894031,Central Latin America,2016,All causes,All ages,47300,81700,10300,ozone
894034,Central Latin America,2017,All causes,All ages,44200,77200,9780,ozone
894037,Central Latin America,2018,All causes,All ages,50100,88800,10500,ozone
894040,Central Latin America,2019,All causes,All ages,51200,90200,10700,ozone
894043,Central Latin America,2020,All causes,All ages,52000,91600,11300,ozone
894046,Central Latin America,2021,All causes,All ages,53200,95200,11700,ozone
811105,East Asia,1990,All causes,All ages,2388000,4198000,516900,ozone
811108,East Asia,1991,All causes,All ages,2402000,4200000,522400,ozone
811111,East Asia,1992,All causes,All ages,2537000,4476000,509600,ozone
811114,East Asia,1993,All causes,All ages,2584000,4597000,545800,ozone
811117,East Asia,1994,All causes,All ages,2730000,4772000,569300,ozone
811120,East Asia,1995,All causes,All ages,2780000,4825000,593100,ozone
811123,East Asia,1996,All causes,All ages,2824000,4940000,581800,ozone
811126,East Asia,1997,All causes,All ages,2935000,5081000,624400,ozone
811129,East Asia,1998,All causes,All ages,2873000,5129000,575400,ozone
811132,East Asia,1999,All causes,All ages,2998000,5295000,617800,ozone
811135,East Asia,2000,All causes,All ages,2927000,5085000,605400,ozone
811138,East Asia,2001,All causes,All ages,2957000,5142000,654600,ozone
811141,East Asia,2002,All causes,All ages,2879000,5074000,613700,ozone
811144,East Asia,2003,All causes,All ages,2979000,5161000,655500,ozone
811147,East Asia,2004,All causes,All ages,3137000,5352000,725100,ozone
811150,East Asia,2005,All causes,All ages,3086000,5229000,687600,ozone
811153,East Asia,2006,All causes,All ages,3109000,5281000,683100,ozone
811156,East Asia,2007,All causes,All ages,3105000,5340000,731200,ozone
811159,East Asia,2008,All causes,All ages,3244000,5511000,731700,ozone
811162,East Asia,2009,All causes,All ages,3043000,5201000,698500,ozone
811165,East Asia,2010,All causes,All ages,2962000,5071000,630100,ozone
811168,East Asia,2011,All causes,All ages,2722000,4730000,586000,ozone
811171,East Asia,2012,All causes,All ages,2406000,4231000,517900,ozone
811174,East Asia,2013,All causes,All ages,2099000,3662000,454500,ozone
811177,East Asia,2014,All causes,All ages,1941000,3394000,413400,ozone
811180,East Asia,2015,All causes,All ages,2044000,3521000,447700,ozone
811183,East Asia,2016,All causes,All ages,2296000,3957000,471400,ozone
811186,East Asia,2017,All causes,All ages,2422000,4251000,501700,ozone
811189,East Asia,2018,All causes,All ages,2037000,3641000,449900,ozone
811192,East Asia,2019,All causes,All ages,2023000,3581000,419100,ozone
811195,East Asia,2020,All causes,All ages,2003000,3503000,424600,ozone
811198,East Asia,2021,All causes,All ages,2007000,3650000,415700,ozone
922561,Eastern Africa,1990,All causes,All ages,19800,37400,3670,ozone
922564,Eastern Africa,1991,All causes,All ages,19800,37400,3740,ozone
922567,Eastern Africa,1992,All causes,All ages,19100,36500,3550,ozone
922570,Eastern Africa,1993,All causes,All ages,18300,34600,3360,ozone
922573,Eastern Africa,1994,All causes,All ages,17600,33400,3410,ozone
922576,Eastern Africa,1995,All causes,All ages,18000,34700,3360,ozone
922579,Eastern Africa,1996,All causes,All ages,16600,31900,3100,ozone
922582,Eastern Africa,1997,All causes,All ages,17400,33700,3320,ozone
922585,Eastern Africa,1998,All causes,All ages,16600,32100,3060,ozone
922588,Eastern Africa,1999,All causes,All ages,18000,35200,3310,ozone
922591,Eastern Africa,2000,All causes,All ages,13200,26000,2550,ozone
922594,Eastern Africa,2001,All causes,All ages,11800,23000,2250,ozone
922597,Eastern Africa,2002,All causes,All ages,9240,18200,1750,ozone
922600,Eastern Africa,2003,All causes,All ages,9710,19000,1850,ozone
